datetime,date,hour,day_of_week,month,is_weekend,is_holiday,is_festival,is_pre_holiday,is_post_holiday,is_pre_festival,is_post_festival,workday_after_holiday,temperature,humidity,wind_speed,solar_irradiance,load,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24
08-01-2024 00:00,08-01-2024,0,0,1,0,0,0,0,0,0,0,0,23.04805368,65.78804482,3.281959541,0,2124.085247,1828.777781,1695.207721,1898.252566,1747.819031,129.7914854
08-01-2024 01:00,08-01-2024,1,0,1,0,0,0,0,0,0,0,0,21.77710301,74.86831701,2.724263297,117.473573,1973.729052,2124.085247,1850.610236,2090.258691,1765.688928,150.1591041
08-01-2024 02:00,08-01-2024,2,0,1,0,0,0,0,0,0,0,0,24.39525739,65.70014839,2.535850474,232.9371406,2066.32585,1973.729052,1951.378618,1984.442348,1770.818879,155.2047556
08-01-2024 03:00,08-01-2024,3,0,1,0,0,0,0,0,0,0,0,27.01505345,70.99546465,2.310623059,344.4150891,1930.736713,2066.32585,1878.264971,1968.464095,1775.608347,162.6155625
08-01-2024 04:00,08-01-2024,4,0,1,0,0,0,0,0,0,0,0,26.02542991,63.92440613,4.046095933,450,1884.481847,1930.736713,1857.619862,1888.606067,1777.794669,164.3987192
08-01-2024 05:00,08-01-2024,5,0,1,0,0,0,0,0,0,0,0,27.86387952,64.08598026,1.276262551,547.8852861,1969.84898,1884.481847,1726.140512,1933.70782,1778.913919,165.0559354
08-01-2024 06:00,08-01-2024,6,0,1,0,0,0,0,0,0,0,0,24.12817298,57.49317634,2.32700895,636.3961031,1932.651994,1969.84898,1625.565289,1968.712719,1789.068438,169.1148368
08-01-2024 07:00,08-01-2024,7,0,1,0,0,0,0,0,0,0,0,28.06402596,52.79965468,4.042606047,714.0180063,1995.188651,1932.651994,1610.444843,1948.147269,1801.863718,167.8184503
08-01-2024 08:00,08-01-2024,8,0,1,0,0,0,0,0,0,0,0,25.65753667,46.40796991,2.396012951,779.4228634,1946.325789,1995.188651,1665.467788,1850.566018,1817.89471,167.1129872
08-01-2024 09:00,08-01-2024,9,0,1,0,0,0,0,0,0,0,0,26.13215394,51.88468425,4.629379339,831.4915793,1894.09831,1946.325789,1657.367353,1964.142404,1829.597126,165.8035925
08-01-2024 10:00,08-01-2024,10,0,1,0,0,0,0,0,0,0,0,23.98633709,51.93328865,2.363369592,869.3332437,1990.516741,1894.09831,1533.628917,1915.556796,1839.460916,162.1125968
08-01-2024 11:00,08-01-2024,11,0,1,0,0,0,0,0,0,0,0,20.96782813,55.76442183,1.699238378,892.3003752,1799.119619,1990.516741,1581.205212,1927.224314,1858.497909,151.0885493
08-01-2024 12:00,08-01-2024,12,0,1,0,0,0,0,0,0,0,0,20.58002458,57.22100608,4.437344752,900,1862.432807,1799.119619,1717.823132,1863.229312,1867.577676,139.8281823
08-01-2024 13:00,08-01-2024,13,0,1,0,0,0,0,0,0,0,0,21.80624095,44.14241151,4.529052985,892.3003752,1872.010916,1862.432807,1600.073689,1862.002221,1873.603079,136.1621296
08-01-2024 14:00,08-01-2024,14,0,1,0,0,0,0,0,0,0,0,19.47743036,60.36259242,4.75924454,869.3332437,1863.872224,1872.010916,1662.780803,1950.237999,1884.933797,123.0987322
08-01-2024 15:00,08-01-2024,15,0,1,0,0,0,0,0,0,0,0,13.67310777,60.82466166,1.372541608,831.4915793,1789.427383,1863.872224,1674.41539,1976.617188,1893.312606,113.8138415
08-01-2024 16:00,08-01-2024,16,0,1,0,0,0,0,0,0,0,0,17.92509113,49.65709901,3.400742427,779.4228634,1895.47682,1789.427383,1635.125078,2143.84996,1898.104772,106.3745584
08-01-2024 17:00,08-01-2024,17,0,1,0,0,0,0,0,0,0,0,15.37404983,53.50238739,1.496863786,714.0180063,1836.467668,1895.47682,1693.184472,2027.443177,1908.952762,90.47744554
08-01-2024 18:00,08-01-2024,18,0,1,0,0,0,0,0,0,0,0,18.73009976,55.51086704,4.50059666,636.3961031,2129.798609,1836.467668,1841.964735,1945.714598,1914.922895,79.70723104
08-01-2024 19:00,08-01-2024,19,0,1,0,0,0,0,0,0,0,0,18.13357376,65.30646251,1.070939983,547.8852861,1939.462031,2129.798609,1911.458517,1883.301723,1926.915973,89.32628197
08-01-2024 20:00,08-01-2024,20,0,1,0,0,0,0,0,0,0,0,17.99403217,60.23073621,1.922041373,450,1901.085664,1939.462031,1937.355165,2044.001308,1928.082786,89.29848402
08-01-2024 21:00,08-01-2024,21,0,1,0,0,0,0,0,0,0,0,18.58436433,65.37144906,3.069578476,344.4150891,2073.529912,1901.085664,1877.682767,2165.109732,1926.571557,89.44152785
08-01-2024 22:00,08-01-2024,22,0,1,0,0,0,0,0,0,0,0,20.90805691,68.59192696,1.892792593,232.9371406,2136.902977,2073.529912,1934.113896,2205.566673,1934.731854,93.62356918
08-01-2024 23:00,08-01-2024,23,0,1,0,0,0,0,0,0,0,0,22.13250506,69.17444111,1.362918026,117.473573,2057.241634,2136.902977,1828.777781,2138.835195,1943.181399,102.3130061
